,Location,2020,2021,2022,Income_per_Capita
2440,"Potter, SD",76020.0,77291.0,84510.0,79273.66666666667
2441,"Roberts, SD",45269.0,50263.0,52261.0,49264.333333333336
2442,"Sanborn, SD",61718.0,59390.0,63968.0,61692.0
2443,"Spink, SD",71730.0,81013.0,86870.0,79871.0
2444,"Stanley, SD",64616.0,77798.0,82109.0,74841.0
2445,"Sully, SD",92149.0,97675.0,101788.0,97204.0
2446,"Todd, SD",32007.0,37288.0,35847.0,35047.333333333336
2447,"Tripp, SD",55324.0,61145.0,65722.0,60730.333333333336
2448,"Turner, SD",55270.0,65085.0,70953.0,63769.333333333336
2449,"Union, SD",114448.0,115020.0,121722.0,117063.33333333333
2450,"Walworth, SD",53109.0,61497.0,62647.0,59084.333333333336
2451,"Yankton, SD",53954.0,62316.0,68105.0,61458.333333333336
2452,"Ziebach, SD",28178.0,31942.0,33700.0,31273.333333333332
2453,"Anderson, TN",46708.0,51064.0,51436.0,49736.0
2454,"Bedford, TN",41161.0,45761.0,47337.0,44753.0
2455,"Benton, TN",37685.0,41473.0,40859.0,40005.666666666664
2456,"Bledsoe, TN",30342.0,34055.0,34832.0,33076.333333333336
2457,"Blount, TN",48265.0,52513.0,53332.0,51370.0
2458,"Bradley, TN",43229.0,46415.0,47123.0,45589.0
2459,"Campbell, TN",38958.0,42248.0,42051.0,41085.666666666664
2460,"Cannon, TN",39992.0,44121.0,43976.0,42696.333333333336
2461,"Carroll, TN",37516.0,41212.0,40544.0,39757.333333333336
2462,"Carter, TN",37193.0,40624.0,40378.0,39398.333333333336
2463,"Cheatham, TN",49323.0,53463.0,55260.0,52682.0
2464,"Chester, TN",38354.0,40924.0,40686.0,39988.0
2465,"Claiborne, TN",38886.0,41767.0,42082.0,40911.666666666664
2466,"Clay, TN",33658.0,39096.0,41427.0,38060.333333333336
2467,"Cocke, TN",37094.0,40950.0,40741.0,39595.0
2468,"Coffee, TN",43257.0,46640.0,46910.0,45602.333333333336
2469,"Crockett, TN",44112.0,48976.0,47217.0,46768.333333333336
2470,"Cumberland, TN",41290.0,44560.0,44540.0,43463.333333333336
2471,"Davidson, TN",73177.0,81145.0,85551.0,79957.66666666667
2472,"Decatur, TN",45738.0,49092.0,49250.0,48026.666666666664
2473,"DeKalb, TN",44574.0,48171.0,48289.0,47011.333333333336
2474,"Dickson, TN",46622.0,50306.0,51658.0,49528.666666666664
2475,"Dyer, TN",46296.0,51339.0,50874.0,49503.0
2476,"Fayette, TN",64094.0,71259.0,73510.0,69621.0
2477,"Fentress, TN",37987.0,41998.0,41694.0,40559.666666666664
2478,"Franklin, TN",42717.0,46207.0,46514.0,45146.0
2479,"Gibson, TN",42564.0,46593.0,46051.0,45069.333333333336
2480,"Giles, TN",40340.0,43778.0,44637.0,42918.333333333336
2481,"Grainger, TN",38037.0,42480.0,42408.0,40975.0
2482,"Greene, TN",39424.0,42233.0,42279.0,41312.0
2483,"Grundy, TN",36046.0,38900.0,38468.0,37804.666666666664
2484,"Hamblen, TN",40942.0,46418.0,46766.0,44708.666666666664
2485,"Hamilton, TN",56191.0,59362.0,60691.0,58748.0
2486,"Hancock, TN",30571.0,33214.0,31828.0,31871.0
2487,"Hardeman, TN",32653.0,36175.0,34765.0,34531.0
2488,"Hardin, TN",41809.0,44676.0,44281.0,43588.666666666664
2489,"Hawkins, TN",37851.0,41291.0,41134.0,40092.0
2490,"Haywood, TN",36314.0,40537.0,37528.0,38126.333333333336
2491,"Henderson, TN",40722.0,46066.0,46223.0,44337.0
2492,"Henry, TN",46958.0,51367.0,52325.0,50216.666666666664
2493,"Hickman, TN",38085.0,42155.0,42564.0,40934.666666666664
2494,"Houston, TN",36373.0,39183.0,39189.0,38248.333333333336
2495,"Humphreys, TN",41009.0,44149.0,44563.0,43240.333333333336
2496,"Jackson, TN",35393.0,37929.0,37237.0,36853.0
2497,"Jefferson, TN",41046.0,44665.0,44816.0,43509.0
2498,"Johnson, TN",35469.0,38619.0,38528.0,37538.666666666664
2499,"Knox, TN",55991.0,62028.0,63494.0,60504.333333333336
2500,"Lake, TN",26406.0,32861.0,30404.0,29890.333333333332
2501,"Lauderdale, TN",36415.0,41322.0,39705.0,39147.333333333336
2502,"Lawrence, TN",38200.0,41852.0,42177.0,40743.0
2503,"Lewis, TN",39322.0,41660.0,41666.0,40882.666666666664
2504,"Lincoln, TN",44003.0,48689.0,48759.0,47150.333333333336
2505,"Loudon, TN",57182.0,63918.0,67088.0,62729.333333333336
2506,"McMinn, TN",40593.0,43378.0,43418.0,42463.0
2507,"McNairy, TN",35830.0,38688.0,38355.0,37624.333333333336
2508,"Macon, TN",35383.0,39152.0,39855.0,38130.0
2509,"Madison, TN",46767.0,51864.0,52286.0,50305.666666666664
2510,"Marion, TN",43075.0,47327.0,47613.0,46005.0
2511,"Marshall, TN",43068.0,47337.0,48222.0,46209.0
2512,"Maury, TN",47663.0,51733.0,52957.0,50784.333333333336
2513,"Meigs, TN",37287.0,39679.0,39849.0,38938.333333333336
2514,"Monroe, TN",38398.0,42035.0,41401.0,40611.333333333336
2515,"Montgomery, TN",45830.0,49203.0,48938.0,47990.333333333336
2516,"Moore, TN",45421.0,47524.0,48630.0,47191.666666666664
2517,"Morgan, TN",34236.0,37198.0,36995.0,36143.0
2518,"Obion, TN",43945.0,48908.0,48988.0,47280.333333333336
2519,"Overton, TN",37841.0,40368.0,39441.0,39216.666666666664
2520,"Perry, TN",35211.0,37262.0,35513.0,35995.333333333336
2521,"Pickett, TN",42626.0,41894.0,41868.0,42129.333333333336
2522,"Polk, TN",36703.0,39928.0,40771.0,39134.0
2523,"Putnam, TN",44256.0,47897.0,48280.0,46811.0
2524,"Rhea, TN",39648.0,43419.0,43403.0,42156.666666666664
2525,"Roane, TN",46477.0,49794.0,50192.0,48821.0
2526,"Robertson, TN",47479.0,51450.0,52328.0,50419.0
2527,"Rutherford, TN",45965.0,49876.0,51672.0,49171.0
2528,"Scott, TN",34244.0,37597.0,37462.0,36434.333333333336
2529,"Sequatchie, TN",41663.0,45420.0,46061.0,44381.333333333336
2530,"Sevier, TN",44998.0,51238.0,52561.0,49599.0
2531,"Shelby, TN",53335.0,58844.0,58736.0,56971.666666666664
2532,"Smith, TN",43693.0,47245.0,48048.0,46328.666666666664
2533,"Stewart, TN",45593.0,48851.0,48646.0,47696.666666666664
2534,"Sullivan, TN",46648.0,50326.0,51090.0,49354.666666666664
2535,"Sumner, TN",54958.0,59811.0,62345.0,59038.0
2536,"Tipton, TN",44992.0,49682.0,48866.0,47846.666666666664
2537,"Trousdale, TN",33906.0,37377.0,37478.0,36253.666666666664
2538,"Unicoi, TN",39382.0,42610.0,42425.0,41472.333333333336
2539,"Union, TN",36698.0,40895.0,40862.0,39485.0
2540,"Van Buren, TN",34050.0,36458.0,35966.0,35491.333333333336
2541,"Warren, TN",38857.0,42017.0,41807.0,40893.666666666664
2542,"Washington, TN",47932.0,52468.0,53392.0,51264.0
2543,"Wayne, TN",32988.0,35675.0,36538.0,35067.0
2544,"Weakley, TN",40290.0,45338.0,45738.0,43788.666666666664
2545,"White, TN",37583.0,41579.0,41483.0,40215.0
2546,"Williamson, TN",99108.0,111083.0,119937.0,110042.66666666667
2547,"Wilson, TN",55070.0,62361.0,65138.0,60856.333333333336
2548,"Anderson, TX",39154.0,43172.0,43870.0,42065.333333333336
2549,"Andrews, TX",48757.0,51683.0,54323.0,51587.666666666664
2550,"Angelina, TX",42940.0,46996.0,47281.0,45739.0
2551,"Aransas, TX",57014.0,62258.0,64072.0,61114.666666666664
2552,"Archer, TX",58110.0,60443.0,62096.0,60216.333333333336
2553,"Armstrong, TX",61888.0,59930.0,58556.0,60124.666666666664
2554,"Atascosa, TX",42201.0,46328.0,45800.0,44776.333333333336
2555,"Austin, TX",56360.0,60773.0,61630.0,59587.666666666664
2556,"Bailey, TX",50811.0,52162.0,52520.0,51831.0
2557,"Bandera, TX",55187.0,58537.0,59272.0,57665.333333333336
2558,"Bastrop, TX",39579.0,43681.0,44607.0,42622.333333333336
2559,"Baylor, TX",55689.0,57678.0,60988.0,58118.333333333336
2560,"Bee, TX",32726.0,34810.0,34707.0,34081.0
2561,"Bell, TX",46569.0,50199.0,49416.0,48728.0
2562,"Bexar, TX",47970.0,52141.0,52583.0,50898.0
2563,"Blanco, TX",65421.0,73535.0,74566.0,71174.0
2564,"Borden, TX",69601.0,97356.0,115928.0,94295.0
2565,"Bosque, TX",47547.0,51979.0,52462.0,50662.666666666664
2566,"Bowie, TX",45485.0,49603.0,50089.0,48392.333333333336
2567,"Brazoria, TX",53110.0,56561.0,57644.0,55771.666666666664
2568,"Brazos, TX",43706.0,46708.0,47576.0,45996.666666666664
2569,"Brewster, TX",50758.0,57357.0,58166.0,55427.0
2570,"Briscoe, TX",45612.0,62395.0,54793.0,54266.666666666664
2571,"Brooks, TX",40074.0,42697.0,42727.0,41832.666666666664
2572,"Brown, TX",43177.0,46510.0,46833.0,45506.666666666664
2573,"Burleson, TX",52002.0,55125.0,55784.0,54303.666666666664
2574,"Burnet, TX",56988.0,63580.0,64561.0,61709.666666666664
2575,"Caldwell, TX",37542.0,40204.0,40393.0,39379.666666666664
2576,"Calhoun, TX",59787.0,64039.0,66526.0,63450.666666666664
2577,"Callahan, TX",48866.0,49893.0,50812.0,49857.0
2578,"Cameron, TX",33704.0,38001.0,37325.0,36343.333333333336
2579,"Camp, TX",44912.0,48478.0,50195.0,47861.666666666664
2580,"Carson, TX",47460.0,56869.0,47777.0,50702.0
2581,"Cass, TX",43615.0,46496.0,47273.0,45794.666666666664
2582,"Castro, TX",78962.0,84491.0,86577.0,83343.33333333333
2583,"Chambers, TX",57543.0,60342.0,61694.0,59859.666666666664
2584,"Cherokee, TX",40554.0,43459.0,43397.0,42470.0
2585,"Childress, TX",35688.0,39620.0,44097.0,39801.666666666664
2586,"Clay, TX",48848.0,52563.0,52317.0,51242.666666666664
2587,"Cochran, TX",42496.0,56713.0,40047.0,46418.666666666664
2588,"Coke, TX",49756.0,50657.0,51161.0,50524.666666666664
2589,"Coleman, TX",51288.0,56792.0,57256.0,55112.0
2590,"Collin, TX",72105.0,78591.0,82593.0,77763.0
2591,"Collingsworth, TX",47506.0,54313.0,46489.0,49436.0
2592,"Colorado, TX",55645.0,61752.0,61594.0,59663.666666666664
2593,"Comal, TX",66119.0,72193.0,75074.0,71128.66666666667
2594,"Comanche, TX",47991.0,50164.0,53063.0,50406.0
2595,"Concho, TX",35459.0,38290.0,37247.0,36998.666666666664
2596,"Cooke, TX",54196.0,58955.0,61073.0,58074.666666666664
2597,"Coryell, TX",35066.0,37621.0,36504.0,36397.0
2598,"Cottle, TX",59974.0,68457.0,87359.0,71930.0
2599,"Crane, TX",47379.0,49943.0,53228.0,50183.333333333336
2600,"Crockett, TX",59564.0,60362.0,62104.0,60676.666666666664
2601,"Crosby, TX",45041.0,53018.0,44883.0,47647.333333333336
2602,"Culberson, TX",65571.0,70000.0,82056.0,72542.33333333333
2603,"Dallam, TX",70666.0,70237.0,69968.0,70290.33333333333
2604,"Dallas, TX",66044.0,72668.0,75585.0,71432.33333333333
2605,"Dawson, TX",43918.0,46946.0,48456.0,46440.0
2606,"Deaf Smith, TX",57206.0,62075.0,65927.0,61736.0
2607,"Delta, TX",43785.0,47015.0,46433.0,45744.333333333336
2608,"Denton, TX",64582.0,71210.0,74412.0,70068.0
2609,"DeWitt, TX",58322.0,67354.0,71119.0,65598.33333333333
2610,"Dickens, TX",46042.0,48896.0,47900.0,47612.666666666664
2611,"Dimmit, TX",50405.0,52710.0,53857.0,52324.0
2612,"Donley, TX",46749.0,47498.0,46854.0,47033.666666666664
2613,"Duval, TX",45067.0,47811.0,47149.0,46675.666666666664
2614,"Eastland, TX",54083.0,53662.0,55905.0,54550.0
2615,"Ector, TX",48111.0,52703.0,55448.0,52087.333333333336
2616,"Edwards, TX",72083.0,70578.0,66179.0,69613.33333333333
2617,"Ellis, TX",49860.0,54057.0,55479.0,53132.0
2618,"El Paso, TX",40186.0,44118.0,44198.0,42834.0
2619,"Erath, TX",45726.0,48295.0,50567.0,48196.0
2620,"Falls, TX",39816.0,42966.0,42198.0,41660.0
2621,"Fannin, TX",43343.0,46923.0,47129.0,45798.333333333336
2622,"Fayette, TX",62179.0,69185.0,70239.0,67201.0
2623,"Fisher, TX",49344.0,57105.0,53908.0,53452.333333333336
2624,"Floyd, TX",43920.0,53180.0,45025.0,47375.0
2625,"Foard, TX",55787.0,61691.0,69100.0,62192.666666666664
2626,"Fort Bend, TX",63655.0,67436.0,70390.0,67160.33333333333
2627,"Franklin, TX",47590.0,51396.0,57593.0,52193.0
2628,"Freestone, TX",40900.0,44800.0,44999.0,43566.333333333336
2629,"Frio, TX",35350.0,38827.0,37455.0,37210.666666666664
2630,"Gaines, TX",46496.0,48319.0,46925.0,47246.666666666664
2631,"Galveston, TX",56203.0,59671.0,61246.0,59040.0
2632,"Garza, TX",31475.0,32543.0,32823.0,32280.333333333332
2633,"Gillespie, TX",77886.0,81855.0,84525.0,81422.0
2634,"Glasscock, TX",110024.0,125020.0,122894.0,119312.66666666667
2635,"Goliad, TX",52791.0,56184.0,57304.0,55426.333333333336
2636,"Gonzales, TX",50846.0,57880.0,66727.0,58484.333333333336
2637,"Gray, TX",45822.0,46404.0,46626.0,46284.0
2638,"Grayson, TX",48865.0,52873.0,53393.0,51710.333333333336
2639,"Gregg, TX",50722.0,54584.0,55961.0,53755.666666666664
2640,"Grimes, TX",40137.0,43056.0,42212.0,41801.666666666664
2641,"Guadalupe, TX",49507.0,53556.0,53788.0,52283.666666666664
2642,"Hale, TX",39342.0,42482.0,41725.0,41183.0
2643,"Hall, TX",38826.0,49651.0,39174.0,42550.333333333336
2644,"Hamilton, TX",64596.0,62424.0,64110.0,63710.0
2645,"Hansford, TX",69987.0,77853.0,78201.0,75347.0
2646,"Hardeman, TX",50670.0,53464.0,56738.0,53624.0
2647,"Hardin, TX",51383.0,53392.0,54635.0,53136.666666666664
2648,"Harris, TX",59099.0,66140.0,69154.0,64797.666666666664
2649,"Harrison, TX",44622.0,47757.0,48480.0,46953.0
2650,"Hartley, TX",81718.0,82805.0,89126.0,84549.66666666667
2651,"Haskell, TX",48248.0,53258.0,50550.0,50685.333333333336
2652,"Hays, TX",52159.0,57467.0,60097.0,56574.333333333336
2653,"Hemphill, TX",70584.0,70226.0,74044.0,71618.0
2654,"Henderson, TX",45327.0,48619.0,49177.0,47707.666666666664
2655,"Hidalgo, TX",31310.0,34614.0,33525.0,33149.666666666664
2656,"Hill, TX",45671.0,49614.0,49859.0,48381.333333333336
2657,"Hockley, TX",46852.0,50008.0,48167.0,48342.333333333336
2658,"Hood, TX",58990.0,62066.0,63641.0,61565.666666666664
2659,"Hopkins, TX",45929.0,50455.0,53470.0,49951.333333333336
2660,"Houston, TX",45398.0,49612.0,50323.0,48444.333333333336
2661,"Howard, TX",48420.0,53212.0,56531.0,52721.0
2662,"Hudspeth, TX",36475.0,37386.0,35317.0,36392.666666666664
2663,"Hunt, TX",44183.0,47619.0,47938.0,46580.0
2664,"Hutchinson, TX",45833.0,48035.0,47553.0,47140.333333333336
2665,"Irion, TX",70968.0,75708.0,80335.0,75670.33333333333
2666,"Jack, TX",42606.0,46142.0,46241.0,44996.333333333336
2667,"Jackson, TX",48159.0,51585.0,48635.0,49459.666666666664
2668,"Jasper, TX",46945.0,50477.0,51346.0,49589.333333333336
2669,"Jeff Davis, TX",53345.0,58390.0,59491.0,57075.333333333336
2670,"Jefferson, TX",45227.0,47792.0,48131.0,47050.0
2671,"Jim Hogg, TX",37860.0,41533.0,40561.0,39984.666666666664
2672,"Jim Wells, TX",44567.0,48106.0,48093.0,46922.0
2673,"Johnson, TX",48150.0,51845.0,52837.0,50944.0
2674,"Jones, TX",35654.0,39341.0,39944.0,38313.0
2675,"Karnes, TX",62728.0,77707.0,81179.0,73871.33333333333
2676,"Kaufman, TX",47174.0,50826.0,52659.0,50219.666666666664
2677,"Kendall, TX",102177.0,102056.0,106508.0,103580.33333333333
2678,"Kenedy, TX",49464.0,41424.0,38232.0,43040.0
2679,"Kent, TX",49520.0,55115.0,63719.0,56118.0
2680,"Kerr, TX",58308.0,62829.0,64198.0,61778.333333333336
2681,"Kimble, TX",50216.0,55154.0,54393.0,53254.333333333336
2682,"King, TX",82906.0,87145.0,113494.0,94515.0
2683,"Kinney, TX",39836.0,41530.0,40805.0,40723.666666666664
2684,"Kleberg, TX",41018.0,45409.0,45342.0,43923.0
2685,"Knox, TX",48131.0,51290.0,51914.0,50445.0
2686,"Lamar, TX",46823.0,51267.0,51725.0,49938.333333333336
2687,"Lamb, TX",50438.0,54245.0,55408.0,53363.666666666664
2688,"Lampasas, TX",55601.0,60110.0,59799.0,58503.333333333336
2689,"La Salle, TX",44009.0,49123.0,51175.0,48102.333333333336
2690,"Lavaca, TX",59998.0,63657.0,65573.0,63076.0
2691,"Lee, TX",55117.0,58043.0,57356.0,56838.666666666664
2692,"Leon, TX",49205.0,54423.0,56807.0,53478.333333333336
2693,"Liberty, TX",40350.0,41917.0,42422.0,41563.0
2694,"Limestone, TX",43080.0,47639.0,46998.0,45905.666666666664
2695,"Lipscomb, TX",96425.0,108653.0,116640.0,107239.33333333333
2696,"Live Oak, TX",43057.0,46342.0,46246.0,45215.0
2697,"Llano, TX",56195.0,62609.0,64044.0,60949.333333333336
2698,"Loving, TX",108092.0,123456.0,141373.0,124307.0
2699,"Lubbock, TX",48140.0,51876.0,52437.0,50817.666666666664
2700,"Lynn, TX",43486.0,59918.0,50883.0,51429.0
2701,"McCulloch, TX",43494.0,47871.0,47915.0,46426.666666666664
2702,"McLennan, TX",45756.0,49932.0,50284.0,48657.333333333336
2703,"McMullen, TX",80793.0,107174.0,118594.0,102187.0
2704,"Madison, TX",37461.0,41268.0,41086.0,39938.333333333336
2705,"Marion, TX",44415.0,48523.0,49638.0,47525.333333333336
2706,"Martin, TX",82164.0,91729.0,98858.0,90917.0
2707,"Mason, TX",54643.0,56246.0,54945.0,55278.0
2708,"Matagorda, TX",47632.0,51024.0,50360.0,49672.0
2709,"Maverick, TX",35612.0,38647.0,38524.0,37594.333333333336
2710,"Medina, TX",46478.0,50021.0,50032.0,48843.666666666664
2711,"Menard, TX",47392.0,47602.0,46018.0,47004.0
2712,"Midland, TX",106959.0,124672.0,145089.0,125573.33333333333
2713,"Milam, TX",41269.0,46159.0,46561.0,44663.0
2714,"Mills, TX",50337.0,52391.0,51682.0,51470.0
2715,"Mitchell, TX",33860.0,36833.0,37064.0,35919.0
2716,"Montague, TX",43696.0,47049.0,46232.0,45659.0
2717,"Montgomery, TX",68909.0,71933.0,76043.0,72295.0
2718,"Moore, TX",50518.0,55718.0,58176.0,54804.0
2719,"Morris, TX",44245.0,47308.0,49265.0,46939.333333333336
2720,"Motley, TX",40468.0,38819.0,40718.0,40001.666666666664
2721,"Nacogdoches, TX",42111.0,46195.0,48815.0,45707.0
2722,"Navarro, TX",41794.0,45353.0,45130.0,44092.333333333336
2723,"Newton, TX",40983.0,43218.0,43629.0,42610.0
2724,"Nolan, TX",46611.0,52478.0,51887.0,50325.333333333336
2725,"Nueces, TX",48777.0,54159.0,55720.0,52885.333333333336
2726,"Ochiltree, TX",54218.0,62826.0,60268.0,59104.0
2727,"Oldham, TX",70930.0,74449.0,76667.0,74015.33333333333
2728,"Orange, TX",47175.0,49472.0,50170.0,48939.0
2729,"Palo Pinto, TX",47443.0,51733.0,51742.0,50306.0
2730,"Panola, TX",48618.0,53383.0,56986.0,52995.666666666664
2731,"Parker, TX",61523.0,67169.0,69926.0,66206.0
2732,"Parmer, TX",58081.0,64238.0,67989.0,63436.0
2733,"Pecos, TX",40086.0,43092.0,44746.0,42641.333333333336
2734,"Polk, TX",45282.0,48165.0,47150.0,46865.666666666664
2735,"Potter, TX",50672.0,55586.0,56298.0,54185.333333333336
2736,"Presidio, TX",54319.0,58195.0,57437.0,56650.333333333336
2737,"Rains, TX",39597.0,41894.0,41104.0,40865.0
2738,"Randall, TX",53164.0,56767.0,57896.0,55942.333333333336
2739,"Reagan, TX",55752.0,61215.0,65247.0,60738.0
2740,"Real, TX",54151.0,57304.0,57873.0,56442.666666666664
2741,"Red River, TX",48432.0,52208.0,53452.0,51364.0
2742,"Reeves, TX",47834.0,57562.0,61533.0,55643.0
2743,"Refugio, TX",48868.0,54376.0,54380.0,52541.333333333336
2744,"Roberts, TX",52878.0,54883.0,54010.0,53923.666666666664
2745,"Robertson, TX",48082.0,52179.0,53842.0,51367.666666666664
2746,"Rockwall, TX",68067.0,71774.0,75860.0,71900.33333333333
2747,"Runnels, TX",47035.0,50917.0,51902.0,49951.333333333336
2748,"Rusk, TX",42480.0,44326.0,45701.0,44169.0
2749,"Sabine, TX",41763.0,46167.0,46247.0,44725.666666666664
2750,"San Augustine, TX",45981.0,51754.0,57147.0,51627.333333333336
2751,"San Jacinto, TX",42099.0,44957.0,44653.0,43903.0
2752,"San Patricio, TX",48088.0,51096.0,50872.0,50018.666666666664
2753,"San Saba, TX",43148.0,43304.0,42336.0,42929.333333333336
2754,"Schleicher, TX",51491.0,52201.0,55694.0,53128.666666666664
2755,"Scurry, TX",45003.0,46933.0,48508.0,46814.666666666664
2756,"Shackelford, TX",84296.0,99776.0,105536.0,96536.0
2757,"Shelby, TX",48508.0,55952.0,65464.0,56641.333333333336
2758,"Sherman, TX",101691.0,127917.0,103517.0,111041.66666666667
2759,"Smith, TX",55450.0,63074.0,66784.0,61769.333333333336
2760,"Somervell, TX",52019.0,56820.0,58361.0,55733.333333333336
2761,"Starr, TX",30393.0,33336.0,31643.0,31790.666666666668
2762,"Stephens, TX",44096.0,46027.0,46860.0,45661.0
2763,"Sterling, TX",60295.0,64415.0,66779.0,63829.666666666664
2764,"Stonewall, TX",74359.0,86199.0,88796.0,83118.0
2765,"Sutton, TX",67518.0,68815.0,69018.0,68450.33333333333
2766,"Swisher, TX",60225.0,72194.0,71381.0,67933.33333333333
2767,"Tarrant, TX",53863.0,60489.0,61962.0,58771.333333333336
2768,"Taylor, TX",49851.0,54611.0,55572.0,53344.666666666664
2769,"Terrell, TX",55032.0,58526.0,60140.0,57899.333333333336
2770,"Terry, TX",42231.0,45150.0,43143.0,43508.0
2771,"Throckmorton, TX",45123.0,66334.0,46683.0,52713.333333333336
2772,"Titus, TX",42403.0,48252.0,51901.0,47518.666666666664
2773,"Tom Green, TX",55966.0,60826.0,63022.0,59938.0
2774,"Travis, TX",72771.0,82012.0,85930.0,80237.66666666667
2775,"Trinity, TX",43908.0,46329.0,46390.0,45542.333333333336
2776,"Tyler, TX",39647.0,43240.0,42946.0,41944.333333333336
2777,"Upshur, TX",41057.0,44285.0,45279.0,43540.333333333336
2778,"Upton, TX",55649.0,62686.0,71755.0,63363.333333333336
2779,"Uvalde, TX",48304.0,53242.0,52767.0,51437.666666666664
2780,"Val Verde, TX",42826.0,47393.0,47904.0,46041.0
2781,"Van Zandt, TX",42250.0,45400.0,45722.0,44457.333333333336
2782,"Victoria, TX",53497.0,57490.0,59030.0,56672.333333333336
2783,"Walker, TX",31270.0,33637.0,33631.0,32846.0
2784,"Waller, TX",47528.0,50441.0,51670.0,49879.666666666664
2785,"Ward, TX",49012.0,54995.0,58879.0,54295.333333333336
2786,"Washington, TX",61115.0,70320.0,73301.0,68245.33333333333
2787,"Webb, TX",37015.0,41051.0,40873.0,39646.333333333336
2788,"Wharton, TX",48622.0,53381.0,51481.0,51161.333333333336
2789,"Wheeler, TX",46679.0,48644.0,47189.0,47504.0
2790,"Wichita, TX",47084.0,50339.0,50979.0,49467.333333333336
2791,"Wilbarger, TX",55374.0,55610.0,56057.0,55680.333333333336
2792,"Willacy, TX",32989.0,37424.0,34925.0,35112.666666666664
2793,"Williamson, TX",57774.0,63679.0,67083.0,62845.333333333336
2794,"Wilson, TX",51867.0,56138.0,56660.0,54888.333333333336
2795,"Winkler, TX",59453.0,62196.0,67488.0,63045.666666666664
2796,"Wise, TX",50815.0,54460.0,55410.0,53561.666666666664
2797,"Wood, TX",44893.0,47784.0,48899.0,47192.0
2798,"Yoakum, TX",47894.0,49937.0,49438.0,49089.666666666664
2799,"Young, TX",54030.0,60276.0,63031.0,59112.333333333336
2800,"Zapata, TX",29864.0,33132.0,33076.0,32024.0
2801,"Zavala, TX",39470.0,42985.0,43549.0,42001.333333333336
2802,"Beaver, UT",39979.0,44453.0,47664.0,44032.0
2803,"Box Elder, UT",41826.0,44844.0,46425.0,44365.0
2804,"Cache, UT",43024.0,48424.0,48469.0,46639.0
2805,"Carbon, UT",43193.0,45530.0,45308.0,44677.0
2806,"Daggett, UT",49489.0,49178.0,46786.0,48484.333333333336
2807,"Davis, UT",50348.0,55832.0,58147.0,54775.666666666664
2808,"Duchesne, UT",41488.0,44453.0,45820.0,43920.333333333336
2809,"Emery, UT",38448.0,38943.0,39565.0,38985.333333333336
2810,"Garfield, UT",42745.0,50778.0,55775.0,49766.0
2811,"Grand, UT",61995.0,67136.0,69962.0,66364.33333333333
2812,"Iron, UT",36491.0,39157.0,39616.0,38421.333333333336
2813,"Juab, UT",43862.0,47768.0,49197.0,46942.333333333336
2814,"Kane, UT",46337.0,51988.0,51164.0,49829.666666666664
2815,"Millard, UT",40580.0,44325.0,47223.0,44042.666666666664
2816,"Morgan, UT",60155.0,64614.0,68196.0,64321.666666666664
2817,"Piute, UT",48292.0,47928.0,65332.0,53850.666666666664
2818,"Rich, UT",42525.0,44091.0,45226.0,43947.333333333336
2819,"Salt Lake, UT",57292.0,63558.0,66326.0,62392.0
2820,"San Juan, UT",32504.0,34247.0,35597.0,34116.0
2821,"Sanpete, UT",36828.0,39845.0,42023.0,39565.333333333336
2822,"Sevier, UT",39552.0,42438.0,43272.0,41754.0
2823,"Summit, UT",164349.0,205410.0,225996.0,198585.0
2824,"Tooele, UT",41853.0,44851.0,46657.0,44453.666666666664
2825,"Uintah, UT",33216.0,35348.0,36463.0,35009.0
2826,"Utah, UT",47183.0,51103.0,53812.0,50699.333333333336
2827,"Wasatch, UT",68334.0,76488.0,82840.0,75887.33333333333
2828,"Washington, UT",45360.0,49425.0,50746.0,48510.333333333336
2829,"Wayne, UT",48926.0,50133.0,50646.0,49901.666666666664
2830,"Weber, UT",46020.0,49498.0,51138.0,48885.333333333336
2831,"Addison, VT",55761.0,59842.0,62065.0,59222.666666666664
2832,"Bennington, VT",55683.0,58412.0,60136.0,58077.0
2833,"Caledonia, VT",47803.0,50256.0,50508.0,49522.333333333336
2834,"Chittenden, VT",63772.0,67969.0,70571.0,67437.33333333333
2835,"Essex, VT",43793.0,45679.0,45397.0,44956.333333333336
2836,"Franklin, VT",52041.0,54588.0,55989.0,54206.0
2837,"Grand Isle, VT",64887.0,68680.0,71245.0,68270.66666666667
2838,"Lamoille, VT",57739.0,61461.0,64041.0,61080.333333333336
2839,"Orange, VT",52909.0,55304.0,56029.0,54747.333333333336
2840,"Orleans, VT",49897.0,52213.0,53215.0,51775.0
2841,"Rutland, VT",54826.0,56441.0,58596.0,56621.0
2842,"Washington, VT",64276.0,67021.0,69232.0,66843.0
2843,"Windham, VT",53101.0,55590.0,56923.0,55204.666666666664
2844,"Windsor, VT",62220.0,66958.0,67971.0,65716.33333333333
2845,"Accomack, VA",50924.0,56453.0,54153.0,53843.333333333336
2846,"Amelia, VA",46030.0,50324.0,52977.0,49777.0
2847,"Amherst, VA",40998.0,44049.0,44723.0,43256.666666666664
2848,"Appomattox, VA",41929.0,45438.0,45951.0,44439.333333333336
2849,"Arlington, VA",97751.0,108980.0,112313.0,106348.0
2850,"Bath, VA",69736.0,69468.0,74728.0,71310.66666666667
2851,"Bedford, VA*",50096.0,53650.0,54837.0,52861.0
